Experiment,piControl,historical,historical,historical,historical,historical,ssp126,ssp245,ssp370,ssp370,ssp370,ssp370,ssp370,ssp585,abrupt-4xCO2
136,286.9591999047462,287.51296795124034,287.4701779039999,287.5726252135674,287.59387875643085,287.428792410016,,,,,,,,,292.35146769397016
137,286.96223695540954,287.37904998546395,287.7613166752051,287.4543910829156,287.64195635343987,287.5628381899908,,,,,,,,,292.4013640022971
138,286.9489318850606,287.6189194528077,287.5793512406042,287.71708373100415,287.7390591609529,287.61130024112714,,,,,,,,,292.4490180705349
139,286.8451048681264,287.65392221291137,287.4457066075327,287.67302527227076,287.59784974567816,287.5069076339002,,,,,,,,,292.46816593844557
140,287.0513498376726,287.48568446799396,287.7786489315081,287.4756525193681,287.5578248890477,287.55765101056016,,,,,,,,,292.4997609325714
141,287.02558114663566,287.3193541987869,287.46950163068885,287.6090361801618,287.3053859931233,287.35043437232224,,,,,,,,,292.45044981719207
142,287.15274441617754,287.32825974474207,287.2404469728403,287.6001782727147,287.45361797571337,287.5234497602244,,,,,,,,,292.4041898003235
143,287.1523716243485,287.56914543277213,287.3364400226216,287.4464355867924,287.5146551623776,287.7093778205237,,,,,,,,,292.4472955074628
144,287.02565578379443,287.6962506669475,287.60749086847665,287.6218715660924,287.5228602077203,287.5699629697833,,,,,,,,,292.61532075057124
145,286.9796542767869,287.80315441534304,287.46218962469965,287.701936588451,287.61211759505056,287.58426498686913,,,,,,,,,292.6550042080017
146,286.97761822003775,287.5759852127505,287.54842156763544,287.72943593522297,287.7437139262391,287.7470524590196,,,,,,,,,292.3246867397379
147,286.8923032390296,287.7245712098848,287.7305107407892,287.7299565191877,287.73694048340354,287.7782472689583,,,,,,,,,292.35596197462905
148,286.9260397609795,287.6813621618406,287.8584217697799,287.7266427611673,287.861154099197,287.76345002360955,,,,,,,,,292.34062925746633
149,286.93856010733384,287.90879864388677,287.9724082080082,287.69660946163077,288.0688609735715,287.80363485002846,,,,,,,,,292.38623771005064
150,286.94236614166203,287.9291932061231,287.78757294534074,287.8425945211554,287.8319476757271,287.86529642350587,,,,,,,,,292.5713819116432
151,286.9215133610372,287.9009872306996,287.6938892058644,287.97255270013994,287.80824284450813,287.99453883695793,,,,,,,,,
152,286.860215612503,288.01746159766054,287.77286968733114,287.88354694570984,287.9006351536901,287.9543279865124,,,,,,,,,
153,286.91304294557966,288.03307520394895,287.8235132611232,287.85324151918115,287.8951035273332,287.84457265855673,,,,,,,,,
154,286.92539559493406,287.88684393819227,287.82565269517835,287.78327718339546,287.72485806658557,288.039817528105,,,,,,,,,
155,286.87595470546165,287.9729658780645,287.9263777211675,287.88881313420865,287.8654546666196,287.9539094027577,,,,,,,,,
156,287.0890394252019,288.1354751462574,288.0702039601868,287.83989743670566,287.8088064009706,287.88940337727973,,,,,,,,,
157,287.1140574590258,288.12888176909837,287.98309301858575,287.8566276569358,288.0725647610657,287.8806589215747,,,,,,,,,
158,287.18507552934045,288.17724837423725,287.92819164712665,288.02516590716095,287.9970379615751,288.0602469575531,,,,,,,,,
159,287.1035526921664,288.1944602366001,287.94961811579196,288.07512246555797,288.0920697822835,287.9599249516342,,,,,,,,,
160,286.78822030409043,287.99565133448255,287.9364154430311,287.9974229445343,288.29811210126996,287.9824448029884,,,,,,,,,
161,286.9785246342265,288.1061747514417,287.93115206710223,288.0350938193789,288.3969264005428,288.1685578902954,,,,,,,,,
162,286.9709640058565,288.0806114827141,288.21553197436015,288.2565146143898,288.41325866534817,288.10277904555664,,,,,,,,,
163,286.88949121185783,288.10650594729697,288.2915988664131,288.10016749265884,288.20917820262815,288.12339904308635,,,,,,,,,
164,286.93330647925126,,,,,,,,,,,,,,
165,286.96598831484823,,,,,,,,,,,,,,
166,286.9323541947036,,,,,,,,,,,,,,
167,286.80428505985486,,,,,,,,,,,,,,
168,286.87513331431404,,,,,,,,,,,,,,
169,286.9364441271695,,,,,,,,,,,,,,
170,286.8768039143497,,,,,,,,,,,,,,
171,286.74104621254884,,,,,,,,,,,,,,
172,286.9285535707549,,,,,,,,,,,,,,
173,286.8378013865981,,,,,,,,,,,,,,
174,286.76425897861935,,,,,,,,,,,,,,
175,286.8964640388712,,,,,,,,,,,,,,
176,287.00052632737777,,,,,,,,,,,,,,
177,287.182771202943,,,,,,,,,,,,,,
178,287.04759659639006,,,,,,,,,,,,,,
179,286.9618073252372,,,,,,,,,,,,,,
180,286.87460569142587,,,,,,,,,,,,,,
181,286.9838160338155,,,,,,,,,,,,,,
182,286.92791183086086,,,,,,,,,,,,,,
183,286.7999668298228,,,,,,,,,,,,,,
184,286.7819317318262,,,,,,,,,,,,,,
185,286.8652740538249,,,,,,,,,,,,,,
186,286.7202476807715,,,,,,,,,,,,,,
187,286.8363583144872,,,,,,,,,,,,,,
188,286.7769648600967,,,,,,,,,,,,,,
189,286.9235852723181,,,,,,,,,,,,,,
190,286.96252252556553,,,,,,,,,,,,,,
191,286.64253062874,,,,,,,,,,,,,,
192,286.78688400113447,,,,,,,,,,,,,,
193,286.9205241866965,,,,,,,,,,,,,,
194,286.98386314386374,,,,,,,,,,,,,,
195,286.8125993245394,,,,,,,,,,,,,,
196,286.67730667188727,,,,,,,,,,,,,,
197,286.69404141350395,,,,,,,,,,,,,,
198,286.96689009500477,,,,,,,,,,,,,,
199,286.9921844572459,,,,,,,,,,,,,,
200,286.6656681166339,,,,,,,,,,,,,,
201,286.69435451462755,,,,,,,,,,,,,,
202,286.6515885198829,,,,,,,,,,,,,,
203,286.6513077749136,,,,,,,,,,,,,,
204,286.8315225464095,,,,,,,,,,,,,,
205,286.6476395663805,,,,,,,,,,,,,,
206,286.6277318041993,,,,,,,,,,,,,,
207,286.66047074005127,,,,,,,,,,,,,,
208,286.7834652820531,,,,,,,,,,,,,,
209,286.71789054552926,,,,,,,,,,,,,,
210,286.8548878390459,,,,,,,,,,,,,,
211,286.78597284590234,,,,,,,,,,,,,,
212,286.82511974001477,,,,,,,,,,,,,,
213,286.8491117617773,,,,,,,,,,,,,,
214,286.8662846711988,,,,,,,,,,,,,,
215,286.9922789219953,,,,,,,,,,,,,,
216,286.8527264827441,,,,,,,,,,,,,,
217,286.85118124885946,,,,,,,,,,,,,,
218,286.8262479584573,,,,,,,,,,,,,,
219,286.8475753624817,,,,,,,,,,,,,,
220,286.87749566085387,,,,,,,,,,,,,,
221,286.8354021333873,,,,,,,,,,,,,,
222,286.8291481144751,,,,,,,,,,,,,,
223,286.95464294695574,,,,,,,,,,,,,,
224,287.03493565786766,,,,,,,,,,,,,,
225,286.9007939972208,,,,,,,,,,,,,,
226,286.76922210580705,,,,,,,,,,,,,,
227,286.8340924809828,,,,,,,,,,,,,,
228,286.7429231396933,,,,,,,,,,,,,,
229,286.89788351721813,,,,,,,,,,,,,,
230,286.8261825178799,,,,,,,,,,,,,,
231,286.9094493983806,,,,,,,,,,,,,,
232,286.9624354467041,,,,,,,,,,,,,,
233,286.9056558404052,,,,,,,,,,,,,,
234,286.9414017605587,,,,,,,,,,,,,,
235,286.8946118531358,,,,,,,,,,,,,,
236,287.023858051457,,,,,,,,,,,,,,
237,287.0077079739336,,,,,,,,,,,,,,
238,286.98033122162485,,,,,,,,,,,,,,
239,286.88817069225473,,,,,,,,,,,,,,
240,287.05069530117413,,,,,,,,,,,,,,
241,286.9684689324764,,,,,,,,,,,,,,
242,286.9160882356816,,,,,,,,,,,,,,
243,287.0112069481526,,,,,,,,,,,,,,
244,286.92318334727645,,,,,,,,,,,,,,
245,286.74583409323503,,,,,,,,,,,,,,
246,286.9432499609465,,,,,,,,,,,,,,
247,287.0140229796444,,,,,,,,,,,,,,
248,287.00280249825596,,,,,,,,,,,,,,
249,286.99872238082196,,,,,,,,,,,,,,
250,287.0132125897839,,,,,,,,,,,,,,
251,286.85011155523165,,,,,,,,,,,,,,
252,286.9109815424426,,,,,,,,,,,,,,
253,287.0427239511978,,,,,,,,,,,,,,
254,287.17817054875377,,,,,,,,,,,,,,
255,287.12221493943906,,,,,,,,,,,,,,
256,286.9126887937077,,,,,,,,,,,,,,
257,286.93818572027834,,,,,,,,,,,,,,
258,286.96542935111796,,,,,,,,,,,,,,
259,287.08518478435826,,,,,,,,,,,,,,
260,286.9642280938908,,,,,,,,,,,,,,
261,286.815935368422,,,,,,,,,,,,,,
262,287.0441140784144,,,,,,,,,,,,,,
263,286.94935180440626,,,,,,,,,,,,,,
264,286.9675711351936,,,,,,,,,,,,,,
265,286.8879897811005,,,,,,,,,,,,,,
266,287.06896494521027,,,,,,,,,,,,,,
267,286.9729686349454,,,,,,,,,,,,,,
268,287.0302549393099,,,,,,,,,,,,,,
269,286.9767419409953,,,,,,,,,,,,,,
270,287.00404287423487,,,,,,,,,,,,,,
271,286.9411145801359,,,,,,,,,,,,,,
272,287.1111035750916,,,,,,,,,,,,,,
273,287.06450792434447,,,,,,,,,,,,,,
274,287.05735410442065,,,,,,,,,,,,,,
275,287.0487707250129,,,,,,,,,,,,,,
276,286.9975208232283,,,,,,,,,,,,,,
277,287.09810663050195,,,,,,,,,,,,,,
278,287.0261296057095,,,,,,,,,,,,,,
279,286.9818264976548,,,,,,,,,,,,,,
280,286.947349514312,,,,,,,,,,,,,,
281,286.8704119819237,,,,,,,,,,,,,,
282,286.92171707160566,,,,,,,,,,,,,,
283,287.15537309995636,,,,,,,,,,,,,,
284,287.1039825638434,,,,,,,,,,,,,,
285,286.91859380714095,,,,,,,,,,,,,,
286,286.97174173816217,,,,,,,,,,,,,,
287,286.977719199373,,,,,,,,,,,,,,
288,287.04080797883705,,,,,,,,,,,,,,
289,287.09115140560135,,,,,,,,,,,,,,
290,286.91893088441014,,,,,,,,,,,,,,
291,286.93199734313106,,,,,,,,,,,,,,
292,287.00535414481936,,,,,,,,,,,,,,
293,286.9997076510645,,,,,,,,,,,,,,
294,286.85029316277866,,,,,,,,,,,,,,
295,286.8112351916291,,,,,,,,,,,,,,
296,286.99726797195325,,,,,,,,,,,,,,
297,287.0003088311552,,,,,,,,,,,,,,
298,286.8946341763698,,,,,,,,,,,,,,
299,286.9726521445111,,,,,,,,,,,,,,
300,286.9085830143653,,,,,,,,,,,,,,
301,286.86354639250226,,,,,,,,,,,,,,
302,286.9541977954985,,,,,,,,,,,,,,
303,286.8958926228658,,,,,,,,,,,,,,
304,286.777086252534,,,,,,,,,,,,,,
305,286.882978698801,,,,,,,,,,,,,,
306,286.82928851942216,,,,,,,,,,,,,,
307,286.86461144580386,,,,,,,,,,,,,,
308,286.9408403042661,,,,,,,,,,,,,,
309,287.1183619012133,,,,,,,,,,,,,,
310,287.02257142545204,,,,,,,,,,,,,,
311,286.8310156483797,,,,,,,,,,,,,,
312,286.95865363594305,,,,,,,,,,,,,,
313,286.9154119369798,,,,,,,,,,,,,,
314,286.8809713987602,,,,,,,,,,,,,,
315,286.8690144593109,,,,,,,,,,,,,,
316,286.810457569082,,,,,,,,,,,,,,
317,286.9338393571217,,,,,,,,,,,,,,
318,286.79011720622856,,,,,,,,,,,,,,
319,286.9406345493988,,,,,,,,,,,,,,
320,286.9735178456861,,,,,,,,,,,,,,
321,286.98655581318377,,,,,,,,,,,,,,
322,286.87002055273314,,,,,,,,,,,,,,
323,286.96050018898876,,,,,,,,,,,,,,
324,286.9089383443698,,,,,,,,,,,,,,
325,286.9162867677548,,,,,,,,,,,,,,
326,286.9670578612178,,,,,,,,,,,,,,
327,287.0442848075739,,,,,,,,,,,,,,
328,287.15795367059553,,,,,,,,,,,,,,
329,287.1495075843659,,,,,,,,,,,,,,
330,286.9239472050378,,,,,,,,,,,,,,
331,287.00952660638967,,,,,,,,,,,,,,
332,287.0572335400179,,,,,,,,,,,,,,
333,286.92482987055985,,,,,,,,,,,,,,
334,286.91325214574266,,,,,,,,,,,,,,
335,286.91944057299014,,,,,,,,,,,,,,
336,287.0254294022438,,,,,,,,,,,,,,
337,287.0636153535353,,,,,,,,,,,,,,
338,286.901410388477,,,,,,,,,,,,,,
339,286.85494814066396,,,,,,,,,,,,,,
340,287.0904909445451,,,,,,,,,,,,,,
341,286.93974644974986,,,,,,,,,,,,,,
342,286.9294741687835,,,,,,,,,,,,,,
343,286.9310698517174,,,,,,,,,,,,,,
344,286.9067458266848,,,,,,,,,,,,,,
345,286.9267233914648,,,,,,,,,,,,,,
346,286.9356687488856,,,,,,,,,,,,,,
347,286.9153084887071,,,,,,,,,,,,,,
348,286.97096140814455,,,,,,,,,,,,,,
349,286.89183439690413,,,,,,,,,,,,,,
350,287.04540406488053,,,,,,,,,,,,,,
351,286.9836923935483,,,,,,,,,,,,,,
352,286.84870350936814,,,,,,,,,,,,,,
353,286.89277590528064,,,,,,,,,,,,,,
354,287.00156437409976,,,,,,,,,,,,,,
355,286.8364228200863,,,,,,,,,,,,,,
356,286.98692298756106,,,,,,,,,,,,,,
357,286.9077358337044,,,,,,,,,,,,,,
358,286.878309553714,,,,,,,,,,,,,,
359,286.9277150747776,,,,,,,,,,,,,,
360,287.01002045875924,,,,,,,,,,,,,,
361,287.04284830571976,,,,,,,,,,,,,,
362,286.93780708987765,,,,,,,,,,,,,,
363,286.95159434725053,,,,,,,,,,,,,,
364,286.91419877925864,,,,,,,,,,,,,,
365,286.92500044931506,,,,,,,,,,,,,,
366,286.9008134888681,,,,,,,,,,,,,,
367,286.9197530694345,,,,,,,,,,,,,,
368,287.04921107786555,,,,,,,,,,,,,,
369,286.94104402183365,,,,,,,,,,,,,,
370,287.032786888702,,,,,,,,,,,,,,
371,286.87506350072783,,,,,,,,,,,,,,
372,287.06423213713634,,,,,,,,,,,,,,
373,286.92917266222213,,,,,,,,,,,,,,
374,286.83431590192447,,,,,,,,,,,,,,
375,286.69334849987615,,,,,,,,,,,,,,
376,286.6463297549777,,,,,,,,,,,,,,
377,286.8524588532675,,,,,,,,,,,,,,
378,286.7772856566916,,,,,,,,,,,,,,
379,286.83793469113425,,,,,,,,,,,,,,
380,286.86301933828884,,,,,,,,,,,,,,
381,286.76780067777366,,,,,,,,,,,,,,
382,286.8061629948844,,,,,,,,,,,,,,
383,286.84860747670575,,,,,,,,,,,,,,
384,286.84352494138903,,,,,,,,,,,,,,
385,287.0481531951639,,,,,,,,,,,,,,
386,287.0161090804864,,,,,,,,,,,,,,
387,287.0022571223124,,,,,,,,,,,,,,
388,286.9043090831121,,,,,,,,,,,,,,
389,286.8164407563842,,,,,,,,,,,,,,
390,286.9321079776383,,,,,,,,,,,,,,
391,287.0534891007687,,,,,,,,,,,,,,
392,287.0926493179366,,,,,,,,,,,,,,
393,286.8878798243549,,,,,,,,,,,,,,
394,286.98223862228815,,,,,,,,,,,,,,
395,286.97305249250286,,,,,,,,,,,,,,
396,286.89189784779074,,,,,,,,,,,,,,
397,286.8903795448071,,,,,,,,,,,,,,
398,286.9183018053532,,,,,,,,,,,,,,
399,286.82856496783626,,,,,,,,,,,,,,
400,287.0109125317103,,,,,,,,,,,,,,
401,287.0386895605504,,,,,,,,,,,,,,
402,286.9402183563568,,,,,,,,,,,,,,
403,286.8423154907573,,,,,,,,,,,,,,
404,286.9433092090339,,,,,,,,,,,,,,
405,286.92708853682524,,,,,,,,,,,,,,
406,287.0231904699786,,,,,,,,,,,,,,
407,287.04082372380725,,,,,,,,,,,,,,
408,286.9830871909834,,,,,,,,,,,,,,
409,286.98658457146325,,,,,,,,,,,,,,
410,287.0042060939437,,,,,,,,,,,,,,
411,286.957573445834,,,,,,,,,,,,,,
412,286.91811992597997,,,,,,,,,,,,,,
413,287.02552642164704,,,,,,,,,,,,,,
414,286.9581763889599,,,,,,,,,,,,,,
415,286.94958416796595,,,,,,,,,,,,,,
416,286.91616631515467,,,,,,,,,,,,,,
417,286.79712529633116,,,,,,,,,,,,,,
418,286.78362017592116,,,,,,,,,,,,,,
419,287.0060587343021,,,,,,,,,,,,,,
420,287.06271996278156,,,,,,,,,,,,,,
421,286.7222243011633,,,,,,,,,,,,,,
422,286.7886644473758,,,,,,,,,,,,,,
423,286.68843233996,,,,,,,,,,,,,,
424,286.759025500229,,,,,,,,,,,,,,
425,286.87519844516873,,,,,,,,,,,,,,
426,286.94810926063303,,,,,,,,,,,,,,
427,286.8760485368015,,,,,,,,,,,,,,
428,286.7849572899375,,,,,,,,,,,,,,
429,286.8203745450915,,,,,,,,,,,,,,
430,286.81639248408686,,,,,,,,,,,,,,
431,286.7715928881688,,,,,,,,,,,,,,
432,286.74249723041595,,,,,,,,,,,,,,
433,286.8360341494419,,,,,,,,,,,,,,
434,286.91616576709447,,,,,,,,,,,,,,
435,286.77951795718815,,,,,,,,,,,,,,
436,286.75468078042314,,,,,,,,,,,,,,
437,286.6572593795246,,,,,,,,,,,,,,
438,286.7606112992904,,,,,,,,,,,,,,
439,286.6760123785532,,,,,,,,,,,,,,
440,286.7767202332523,,,,,,,,,,,,,,
441,286.91642739779144,,,,,,,,,,,,,,
442,286.95261226993046,,,,,,,,,,,,,,
443,286.93120795594996,,,,,,,,,,,,,,
444,286.96734635734623,,,,,,,,,,,,,,
445,286.8062966843209,,,,,,,,,,,,,,
446,286.81417301401126,,,,,,,,,,,,,,
447,286.9175349360801,,,,,,,,,,,,,,
448,286.88055707311304,,,,,,,,,,,,,,
449,286.82174778790966,,,,,,,,,,,,,,
450,286.87585750886944,,,,,,,,,,,,,,
451,286.91919362388455,,,,,,,,,,,,,,
452,286.917702493773,,,,,,,,,,,,,,
453,286.8769352006622,,,,,,,,,,,,,,
454,286.7480975188958,,,,,,,,,,,,,,
455,286.861269044238,,,,,,,,,,,,,,
456,286.8851670085787,,,,,,,,,,,,,,
457,286.8602869933957,,,,,,,,,,,,,,
458,286.94840505910156,,,,,,,,,,,,,,
459,287.17612159164815,,,,,,,,,,,,,,
460,286.9382306597889,,,,,,,,,,,,,,
461,286.81061353163255,,,,,,,,,,,,,,
462,286.8344008287835,,,,,,,,,,,,,,
463,286.9063028073904,,,,,,,,,,,,,,
464,286.80772250710595,,,,,,,,,,,,,,
465,286.9314196027421,,,,,,,,,,,,,,
466,286.9285737530977,,,,,,,,,,,,,,
467,286.8568340358411,,,,,,,,,,,,,,
468,286.9354838594706,,,,,,,,,,,,,,
469,286.85406774554554,,,,,,,,,,,,,,
470,287.06354182744496,,,,,,,,,,,,,,
471,287.00927070170627,,,,,,,,,,,,,,
472,286.99021107433185,,,,,,,,,,,,,,
473,286.99708762178386,,,,,,,,,,,,,,
474,287.0313780886366,,,,,,,,,,,,,,
475,287.0312344719627,,,,,,,,,,,,,,
476,286.87057875329674,,,,,,,,,,,,,,
477,286.73214315978566,,,,,,,,,,,,,,
478,287.0988432422296,,,,,,,,,,,,,,
479,287.07095305651194,,,,,,,,,,,,,,
480,286.72104747955103,,,,,,,,,,,,,,
481,286.69993940817966,,,,,,,,,,,,,,
482,286.7283445102192,,,,,,,,,,,,,,
483,286.868066033395,,,,,,,,,,,,,,
484,287.0692359079922,,,,,,,,,,,,,,
485,286.9216440150814,,,,,,,,,,,,,,
486,286.8880317981875,,,,,,,,,,,,,,
487,286.77168814620967,,,,,,,,,,,,,,
488,286.8149279131724,,,,,,,,,,,,,,
489,286.9115401786732,,,,,,,,,,,,,,
490,286.90624511643756,,,,,,,,,,,,,,
491,287.01518583231734,,,,,,,,,,,,,,
492,286.9076127993644,,,,,,,,,,,,,,
493,287.08693319588195,,,,,,,,,,,,,,
494,287.0670961854788,,,,,,,,,,,,,,
495,287.0726132268721,,,,,,,,,,,,,,
496,286.87408936801984,,,,,,,,,,,,,,
497,286.8465247120768,,,,,,,,,,,,,,
498,286.9311164190085,,,,,,,,,,,,,,
499,286.97712418829946,,,,,,,,,,,,,,
