,model,exp,member,calendar
120,CanESM5,hist-nat,r24i1p1f1,365_day
121,CanESM5,hist-nat,r24i1p2f1,365_day
122,CanESM5,hist-nat,r25i1p1f1,365_day
123,CanESM5,hist-nat,r25i1p2f1,365_day
124,CanESM5,hist-nat,r2i1p1f1,noleap
125,CanESM5,hist-nat,r2i1p2f1,365_day
126,CanESM5,hist-nat,r3i1p1f1,noleap
127,CanESM5,hist-nat,r3i1p2f1,365_day
128,CanESM5,hist-nat,r4i1p1f1,noleap
129,CanESM5,hist-nat,r4i1p2f1,365_day
130,CanESM5,hist-nat,r5i1p1f1,noleap
131,CanESM5,hist-nat,r5i1p2f1,365_day
132,CanESM5,hist-nat,r6i1p1f1,noleap
133,CanESM5,hist-nat,r6i1p2f1,365_day
134,CanESM5,hist-nat,r7i1p1f1,noleap
135,CanESM5,hist-nat,r7i1p2f1,365_day
136,CanESM5,hist-nat,r8i1p1f1,noleap
137,CanESM5,hist-nat,r8i1p2f1,365_day
138,CanESM5,hist-nat,r9i1p1f1,noleap
139,CanESM5,hist-nat,r9i1p2f1,365_day
140,CanESM5,historical,r10i1p1f1,noleap
141,CanESM5,historical,r10i1p2f1,noleap
142,CanESM5,historical,r11i1p1f1,noleap
143,CanESM5,historical,r11i1p2f1,noleap
144,CanESM5,historical,r12i1p1f1,noleap
145,CanESM5,historical,r12i1p2f1,noleap
146,CanESM5,historical,r13i1p1f1,noleap
147,CanESM5,historical,r13i1p2f1,noleap
148,CanESM5,historical,r14i1p1f1,noleap
149,CanESM5,historical,r14i1p2f1,noleap
150,CanESM5,historical,r15i1p1f1,noleap
151,CanESM5,historical,r15i1p2f1,noleap
152,CanESM5,historical,r16i1p1f1,noleap
153,CanESM5,historical,r16i1p2f1,noleap
154,CanESM5,historical,r17i1p1f1,noleap
155,CanESM5,historical,r17i1p2f1,noleap
156,CanESM5,historical,r18i1p1f1,noleap
157,CanESM5,historical,r18i1p2f1,noleap
158,CanESM5,historical,r19i1p1f1,noleap
159,CanESM5,historical,r19i1p2f1,noleap
160,CanESM5,historical,r1i1p1f1,noleap
161,CanESM5,historical,r1i1p2f1,noleap
162,CanESM5,historical,r20i1p1f1,noleap
163,CanESM5,historical,r20i1p2f1,noleap
164,CanESM5,historical,r21i1p1f1,noleap
165,CanESM5,historical,r21i1p2f1,noleap
166,CanESM5,historical,r22i1p1f1,noleap
167,CanESM5,historical,r22i1p2f1,noleap
168,CanESM5,historical,r23i1p1f1,noleap
169,CanESM5,historical,r23i1p2f1,noleap
170,CanESM5,historical,r24i1p1f1,noleap
171,CanESM5,historical,r24i1p2f1,noleap
172,CanESM5,historical,r25i1p1f1,noleap
173,CanESM5,historical,r25i1p2f1,noleap
174,CanESM5,historical,r26i1p2f1,noleap
175,CanESM5,historical,r27i1p2f1,noleap
176,CanESM5,historical,r28i1p2f1,noleap
177,CanESM5,historical,r29i1p2f1,noleap
178,CanESM5,historical,r2i1p1f1,noleap
179,CanESM5,historical,r2i1p2f1,noleap
180,CanESM5,historical,r30i1p2f1,noleap
181,CanESM5,historical,r31i1p2f1,noleap
182,CanESM5,historical,r32i1p2f1,noleap
183,CanESM5,historical,r33i1p2f1,noleap
184,CanESM5,historical,r34i1p2f1,noleap
185,CanESM5,historical,r35i1p2f1,noleap
186,CanESM5,historical,r36i1p2f1,noleap
187,CanESM5,historical,r37i1p2f1,noleap
188,CanESM5,historical,r38i1p2f1,noleap
189,CanESM5,historical,r39i1p2f1,noleap
190,CanESM5,historical,r3i1p1f1,noleap
191,CanESM5,historical,r3i1p2f1,noleap
192,CanESM5,historical,r40i1p2f1,noleap
193,CanESM5,historical,r4i1p1f1,noleap
194,CanESM5,historical,r4i1p2f1,noleap
195,CanESM5,historical,r5i1p1f1,noleap
196,CanESM5,historical,r5i1p2f1,noleap
197,CanESM5,historical,r6i1p1f1,noleap
198,CanESM5,historical,r6i1p2f1,noleap
199,CanESM5,historical,r7i1p1f1,noleap
200,CanESM5,historical,r7i1p2f1,noleap
201,CanESM5,historical,r8i1p1f1,noleap
202,CanESM5,historical,r8i1p2f1,noleap
203,CanESM5,historical,r9i1p1f1,noleap
204,CanESM5,historical,r9i1p2f1,noleap
205,CanESM5,piClim-4xCO2,r1i1p2f1,noleap
206,CanESM5,piClim-control,r1i1p2f1,noleap
207,CanESM5,piClim-histall,r1i1p2f1,noleap
208,CanESM5,piClim-histall,r2i1p2f1,noleap
209,CanESM5,piClim-histall,r3i1p2f1,noleap
210,CanESM5,piControl,r1i1p1f1,noleap
211,CanESM5,piControl,r1i1p2f1,noleap
212,CanESM5,ssp119,r10i1p1f1,noleap
213,CanESM5,ssp119,r10i1p2f1,noleap
214,CanESM5,ssp119,r11i1p1f1,noleap
215,CanESM5,ssp119,r11i1p2f1,noleap
216,CanESM5,ssp119,r12i1p1f1,noleap
217,CanESM5,ssp119,r12i1p2f1,noleap
218,CanESM5,ssp119,r13i1p1f1,noleap
219,CanESM5,ssp119,r13i1p2f1,noleap
220,CanESM5,ssp119,r14i1p1f1,noleap
221,CanESM5,ssp119,r14i1p2f1,noleap
222,CanESM5,ssp119,r15i1p1f1,noleap
223,CanESM5,ssp119,r15i1p2f1,noleap
224,CanESM5,ssp119,r16i1p1f1,noleap
225,CanESM5,ssp119,r16i1p2f1,noleap
226,CanESM5,ssp119,r17i1p1f1,noleap
227,CanESM5,ssp119,r17i1p2f1,noleap
228,CanESM5,ssp119,r18i1p1f1,noleap
229,CanESM5,ssp119,r18i1p2f1,noleap
230,CanESM5,ssp119,r19i1p1f1,noleap
231,CanESM5,ssp119,r19i1p2f1,noleap
232,CanESM5,ssp119,r1i1p1f1,noleap
233,CanESM5,ssp119,r1i1p2f1,noleap
234,CanESM5,ssp119,r20i1p1f1,noleap
235,CanESM5,ssp119,r20i1p2f1,noleap
236,CanESM5,ssp119,r21i1p1f1,noleap
237,CanESM5,ssp119,r21i1p2f1,noleap
238,CanESM5,ssp119,r22i1p1f1,noleap
239,CanESM5,ssp119,r22i1p2f1,noleap
240,CanESM5,ssp119,r23i1p1f1,noleap
241,CanESM5,ssp119,r23i1p2f1,noleap
242,CanESM5,ssp119,r24i1p1f1,noleap
243,CanESM5,ssp119,r24i1p2f1,noleap
244,CanESM5,ssp119,r25i1p1f1,noleap
245,CanESM5,ssp119,r25i1p2f1,noleap
246,CanESM5,ssp119,r2i1p1f1,noleap
247,CanESM5,ssp119,r2i1p2f1,noleap
248,CanESM5,ssp119,r3i1p1f1,noleap
249,CanESM5,ssp119,r3i1p2f1,noleap
250,CanESM5,ssp119,r4i1p1f1,noleap
251,CanESM5,ssp119,r4i1p2f1,noleap
252,CanESM5,ssp119,r5i1p1f1,noleap
253,CanESM5,ssp119,r5i1p2f1,noleap
254,CanESM5,ssp119,r6i1p1f1,noleap
255,CanESM5,ssp119,r6i1p2f1,noleap
256,CanESM5,ssp119,r7i1p1f1,noleap
257,CanESM5,ssp119,r7i1p2f1,noleap
258,CanESM5,ssp119,r8i1p1f1,noleap
259,CanESM5,ssp119,r8i1p2f1,noleap
260,CanESM5,ssp119,r9i1p1f1,noleap
261,CanESM5,ssp119,r9i1p2f1,noleap
262,CanESM5,ssp126,r10i1p1f1,noleap
263,CanESM5,ssp126,r10i1p2f1,noleap
264,CanESM5,ssp126,r11i1p1f1,noleap
265,CanESM5,ssp126,r11i1p2f1,noleap
266,CanESM5,ssp126,r12i1p1f1,noleap
267,CanESM5,ssp126,r12i1p2f1,noleap
268,CanESM5,ssp126,r13i1p1f1,noleap
269,CanESM5,ssp126,r13i1p2f1,noleap
270,CanESM5,ssp126,r14i1p1f1,noleap
271,CanESM5,ssp126,r14i1p2f1,noleap
272,CanESM5,ssp126,r15i1p1f1,noleap
273,CanESM5,ssp126,r15i1p2f1,noleap
274,CanESM5,ssp126,r16i1p1f1,noleap
275,CanESM5,ssp126,r16i1p2f1,noleap
276,CanESM5,ssp126,r17i1p1f1,noleap
277,CanESM5,ssp126,r17i1p2f1,noleap
278,CanESM5,ssp126,r18i1p1f1,noleap
279,CanESM5,ssp126,r18i1p2f1,noleap
280,CanESM5,ssp126,r19i1p1f1,noleap
281,CanESM5,ssp126,r19i1p2f1,noleap
282,CanESM5,ssp126,r1i1p1f1,noleap
283,CanESM5,ssp126,r1i1p2f1,noleap
284,CanESM5,ssp126,r20i1p1f1,noleap
285,CanESM5,ssp126,r20i1p2f1,noleap
286,CanESM5,ssp126,r21i1p1f1,noleap
287,CanESM5,ssp126,r21i1p2f1,noleap
288,CanESM5,ssp126,r22i1p1f1,noleap
289,CanESM5,ssp126,r22i1p2f1,noleap
290,CanESM5,ssp126,r23i1p1f1,noleap
291,CanESM5,ssp126,r23i1p2f1,noleap
292,CanESM5,ssp126,r24i1p1f1,noleap
293,CanESM5,ssp126,r24i1p2f1,noleap
294,CanESM5,ssp126,r25i1p1f1,noleap
295,CanESM5,ssp126,r25i1p2f1,noleap
296,CanESM5,ssp126,r2i1p1f1,noleap
297,CanESM5,ssp126,r2i1p2f1,noleap
298,CanESM5,ssp126,r3i1p1f1,noleap
299,CanESM5,ssp126,r3i1p2f1,noleap
300,CanESM5,ssp126,r4i1p1f1,noleap
301,CanESM5,ssp126,r4i1p2f1,noleap
302,CanESM5,ssp126,r5i1p1f1,noleap
303,CanESM5,ssp126,r5i1p2f1,noleap
304,CanESM5,ssp126,r6i1p1f1,noleap
305,CanESM5,ssp126,r6i1p2f1,noleap
306,CanESM5,ssp126,r7i1p1f1,noleap
307,CanESM5,ssp126,r7i1p2f1,noleap
308,CanESM5,ssp126,r8i1p1f1,noleap
309,CanESM5,ssp126,r8i1p2f1,noleap
310,CanESM5,ssp126,r9i1p1f1,noleap
311,CanESM5,ssp126,r9i1p2f1,noleap
312,CanESM5,ssp245,r10i1p1f1,noleap
313,CanESM5,ssp245,r10i1p2f1,noleap
314,CanESM5,ssp245,r11i1p1f1,noleap
315,CanESM5,ssp245,r11i1p2f1,noleap
316,CanESM5,ssp245,r12i1p1f1,noleap
317,CanESM5,ssp245,r12i1p2f1,noleap
318,CanESM5,ssp245,r13i1p1f1,noleap
319,CanESM5,ssp245,r13i1p2f1,noleap
320,CanESM5,ssp245,r14i1p1f1,noleap
321,CanESM5,ssp245,r14i1p2f1,noleap
322,CanESM5,ssp245,r15i1p1f1,noleap
323,CanESM5,ssp245,r15i1p2f1,noleap
324,CanESM5,ssp245,r16i1p1f1,noleap
325,CanESM5,ssp245,r16i1p2f1,noleap
326,CanESM5,ssp245,r17i1p1f1,noleap
327,CanESM5,ssp245,r17i1p2f1,noleap
328,CanESM5,ssp245,r18i1p1f1,noleap
329,CanESM5,ssp245,r18i1p2f1,noleap
330,CanESM5,ssp245,r19i1p1f1,noleap
331,CanESM5,ssp245,r19i1p2f1,noleap
332,CanESM5,ssp245,r1i1p1f1,noleap
333,CanESM5,ssp245,r1i1p2f1,noleap
334,CanESM5,ssp245,r20i1p1f1,noleap
335,CanESM5,ssp245,r20i1p2f1,noleap
336,CanESM5,ssp245,r21i1p1f1,noleap
337,CanESM5,ssp245,r21i1p2f1,noleap
338,CanESM5,ssp245,r22i1p1f1,noleap
339,CanESM5,ssp245,r22i1p2f1,noleap
340,CanESM5,ssp245,r23i1p1f1,noleap
341,CanESM5,ssp245,r23i1p2f1,noleap
342,CanESM5,ssp245,r24i1p1f1,noleap
343,CanESM5,ssp245,r24i1p2f1,noleap
344,CanESM5,ssp245,r25i1p1f1,noleap
345,CanESM5,ssp245,r25i1p2f1,noleap
346,CanESM5,ssp245,r2i1p1f1,noleap
347,CanESM5,ssp245,r2i1p2f1,noleap
348,CanESM5,ssp245,r3i1p1f1,noleap
349,CanESM5,ssp245,r3i1p2f1,noleap
350,CanESM5,ssp245,r4i1p1f1,noleap
351,CanESM5,ssp245,r4i1p2f1,noleap
352,CanESM5,ssp245,r5i1p1f1,noleap
353,CanESM5,ssp245,r5i1p2f1,noleap
354,CanESM5,ssp245,r6i1p1f1,noleap
355,CanESM5,ssp245,r6i1p2f1,noleap
356,CanESM5,ssp245,r7i1p1f1,noleap
357,CanESM5,ssp245,r7i1p2f1,noleap
358,CanESM5,ssp245,r8i1p1f1,noleap
359,CanESM5,ssp245,r8i1p2f1,noleap
360,CanESM5,ssp245,r9i1p1f1,noleap
361,CanESM5,ssp245,r9i1p2f1,noleap
362,CanESM5,ssp370,r10i1p1f1,noleap
363,CanESM5,ssp370,r10i1p2f1,noleap
364,CanESM5,ssp370,r11i1p1f1,noleap
365,CanESM5,ssp370,r11i1p2f1,noleap
366,CanESM5,ssp370,r12i1p1f1,noleap
367,CanESM5,ssp370,r12i1p2f1,noleap
368,CanESM5,ssp370,r13i1p1f1,noleap
369,CanESM5,ssp370,r13i1p2f1,noleap
370,CanESM5,ssp370,r14i1p1f1,noleap
371,CanESM5,ssp370,r14i1p2f1,noleap
372,CanESM5,ssp370,r15i1p1f1,noleap
373,CanESM5,ssp370,r15i1p2f1,noleap
374,CanESM5,ssp370,r16i1p1f1,noleap
375,CanESM5,ssp370,r16i1p2f1,noleap
376,CanESM5,ssp370,r17i1p1f1,noleap
377,CanESM5,ssp370,r17i1p2f1,noleap
378,CanESM5,ssp370,r18i1p1f1,noleap
379,CanESM5,ssp370,r18i1p2f1,noleap
380,CanESM5,ssp370,r19i1p1f1,noleap
381,CanESM5,ssp370,r19i1p2f1,noleap
382,CanESM5,ssp370,r1i1p1f1,noleap
383,CanESM5,ssp370,r1i1p2f1,noleap
384,CanESM5,ssp370,r20i1p1f1,noleap
385,CanESM5,ssp370,r20i1p2f1,noleap
386,CanESM5,ssp370,r21i1p1f1,noleap
387,CanESM5,ssp370,r21i1p2f1,noleap
388,CanESM5,ssp370,r22i1p1f1,noleap
389,CanESM5,ssp370,r22i1p2f1,noleap
390,CanESM5,ssp370,r23i1p1f1,noleap
391,CanESM5,ssp370,r23i1p2f1,noleap
392,CanESM5,ssp370,r24i1p1f1,noleap
393,CanESM5,ssp370,r24i1p2f1,noleap
394,CanESM5,ssp370,r25i1p1f1,noleap
395,CanESM5,ssp370,r25i1p2f1,noleap
396,CanESM5,ssp370,r2i1p1f1,noleap
397,CanESM5,ssp370,r2i1p2f1,noleap
398,CanESM5,ssp370,r3i1p1f1,noleap
399,CanESM5,ssp370,r3i1p2f1,noleap
400,CanESM5,ssp370,r4i1p1f1,noleap
401,CanESM5,ssp370,r4i1p2f1,noleap
402,CanESM5,ssp370,r5i1p1f1,noleap
403,CanESM5,ssp370,r5i1p2f1,noleap
404,CanESM5,ssp370,r6i1p1f1,noleap
405,CanESM5,ssp370,r6i1p2f1,noleap
406,CanESM5,ssp370,r7i1p1f1,noleap
407,CanESM5,ssp370,r7i1p2f1,noleap
408,CanESM5,ssp370,r8i1p1f1,noleap
409,CanESM5,ssp370,r8i1p2f1,noleap
410,CanESM5,ssp370,r9i1p1f1,noleap
411,CanESM5,ssp370,r9i1p2f1,noleap
412,CanESM5,ssp585,r10i1p1f1,noleap
413,CanESM5,ssp585,r10i1p2f1,noleap
414,CanESM5,ssp585,r11i1p1f1,noleap
415,CanESM5,ssp585,r11i1p2f1,noleap
416,CanESM5,ssp585,r12i1p1f1,noleap
417,CanESM5,ssp585,r12i1p2f1,noleap
418,CanESM5,ssp585,r13i1p1f1,noleap
419,CanESM5,ssp585,r13i1p2f1,noleap
420,CanESM5,ssp585,r14i1p1f1,noleap
421,CanESM5,ssp585,r14i1p2f1,noleap
422,CanESM5,ssp585,r15i1p1f1,noleap
423,CanESM5,ssp585,r15i1p2f1,noleap
424,CanESM5,ssp585,r16i1p1f1,noleap
425,CanESM5,ssp585,r16i1p2f1,noleap
426,CanESM5,ssp585,r17i1p1f1,noleap
427,CanESM5,ssp585,r17i1p2f1,noleap
428,CanESM5,ssp585,r18i1p1f1,noleap
429,CanESM5,ssp585,r18i1p2f1,noleap
430,CanESM5,ssp585,r19i1p1f1,noleap
431,CanESM5,ssp585,r19i1p2f1,noleap
432,CanESM5,ssp585,r1i1p1f1,noleap
433,CanESM5,ssp585,r1i1p2f1,noleap
434,CanESM5,ssp585,r20i1p1f1,noleap
435,CanESM5,ssp585,r20i1p2f1,noleap
436,CanESM5,ssp585,r21i1p1f1,noleap
437,CanESM5,ssp585,r21i1p2f1,noleap
438,CanESM5,ssp585,r22i1p1f1,noleap
439,CanESM5,ssp585,r22i1p2f1,noleap
440,CanESM5,ssp585,r23i1p1f1,noleap
441,CanESM5,ssp585,r23i1p2f1,noleap
442,CanESM5,ssp585,r24i1p1f1,noleap
443,CanESM5,ssp585,r24i1p2f1,noleap
444,CanESM5,ssp585,r25i1p1f1,noleap
445,CanESM5,ssp585,r25i1p2f1,noleap
446,CanESM5,ssp585,r2i1p1f1,noleap
447,CanESM5,ssp585,r2i1p2f1,noleap
448,CanESM5,ssp585,r3i1p1f1,noleap
449,CanESM5,ssp585,r3i1p2f1,noleap
450,CanESM5,ssp585,r4i1p1f1,noleap
451,CanESM5,ssp585,r4i1p2f1,noleap
452,CanESM5,ssp585,r5i1p1f1,noleap
453,CanESM5,ssp585,r5i1p2f1,noleap
454,CanESM5,ssp585,r6i1p1f1,noleap
455,CanESM5,ssp585,r6i1p2f1,noleap
456,CanESM5,ssp585,r7i1p1f1,noleap
457,CanESM5,ssp585,r7i1p2f1,noleap
458,CanESM5,ssp585,r8i1p1f1,noleap
459,CanESM5,ssp585,r8i1p2f1,noleap
460,CanESM5,ssp585,r9i1p1f1,noleap
461,CanESM5,ssp585,r9i1p2f1,noleap
