,model,exp,member,calendar
105,MIROC6,historical,r45i1p1f1,gregorian
106,MIROC6,historical,r46i1p1f1,gregorian
107,MIROC6,historical,r47i1p1f1,gregorian
108,MIROC6,historical,r48i1p1f1,gregorian
109,MIROC6,historical,r49i1p1f1,gregorian
110,MIROC6,historical,r4i1p1f1,proleptic_gregorian
111,MIROC6,historical,r50i1p1f1,gregorian
112,MIROC6,historical,r5i1p1f1,proleptic_gregorian
113,MIROC6,historical,r6i1p1f1,proleptic_gregorian
114,MIROC6,historical,r7i1p1f1,proleptic_gregorian
115,MIROC6,historical,r8i1p1f1,proleptic_gregorian
116,MIROC6,historical,r9i1p1f1,proleptic_gregorian
117,MIROC6,piClim-4xCO2,r1i1p1f1,gregorian
118,MIROC6,piClim-control,r11i1p1f1,gregorian
119,MIROC6,piClim-control,r1i1p1f1,gregorian
120,MIROC6,piClim-histall,r1i1p1f1,gregorian
121,MIROC6,piClim-histall,r2i1p1f1,gregorian
122,MIROC6,piClim-histall,r3i1p1f1,gregorian
123,MIROC6,piControl,r1i1p1f1,gregorian
124,MIROC6,ssp119,r1i1p1f1,gregorian
125,MIROC6,ssp126,r10i1p1f1,gregorian
126,MIROC6,ssp126,r11i1p1f1,gregorian
127,MIROC6,ssp126,r12i1p1f1,gregorian
128,MIROC6,ssp126,r13i1p1f1,gregorian
129,MIROC6,ssp126,r14i1p1f1,gregorian
130,MIROC6,ssp126,r15i1p1f1,gregorian
131,MIROC6,ssp126,r16i1p1f1,gregorian
132,MIROC6,ssp126,r17i1p1f1,gregorian
133,MIROC6,ssp126,r18i1p1f1,gregorian
134,MIROC6,ssp126,r19i1p1f1,gregorian
135,MIROC6,ssp126,r1i1p1f1,gregorian
136,MIROC6,ssp126,r20i1p1f1,gregorian
137,MIROC6,ssp126,r21i1p1f1,gregorian
138,MIROC6,ssp126,r22i1p1f1,gregorian
139,MIROC6,ssp126,r23i1p1f1,gregorian
140,MIROC6,ssp126,r24i1p1f1,gregorian
141,MIROC6,ssp126,r25i1p1f1,gregorian
142,MIROC6,ssp126,r26i1p1f1,gregorian
143,MIROC6,ssp126,r27i1p1f1,gregorian
144,MIROC6,ssp126,r28i1p1f1,gregorian
145,MIROC6,ssp126,r29i1p1f1,gregorian
146,MIROC6,ssp126,r2i1p1f1,gregorian
147,MIROC6,ssp126,r30i1p1f1,gregorian
148,MIROC6,ssp126,r31i1p1f1,gregorian
149,MIROC6,ssp126,r32i1p1f1,gregorian
150,MIROC6,ssp126,r33i1p1f1,gregorian
151,MIROC6,ssp126,r34i1p1f1,gregorian
152,MIROC6,ssp126,r35i1p1f1,gregorian
153,MIROC6,ssp126,r36i1p1f1,gregorian
154,MIROC6,ssp126,r37i1p1f1,gregorian
155,MIROC6,ssp126,r38i1p1f1,gregorian
156,MIROC6,ssp126,r39i1p1f1,gregorian
157,MIROC6,ssp126,r3i1p1f1,gregorian
158,MIROC6,ssp126,r40i1p1f1,gregorian
159,MIROC6,ssp126,r41i1p1f1,gregorian
160,MIROC6,ssp126,r42i1p1f1,gregorian
161,MIROC6,ssp126,r43i1p1f1,gregorian
162,MIROC6,ssp126,r44i1p1f1,gregorian
163,MIROC6,ssp126,r45i1p1f1,gregorian
164,MIROC6,ssp126,r46i1p1f1,gregorian
165,MIROC6,ssp126,r47i1p1f1,gregorian
166,MIROC6,ssp126,r48i1p1f1,gregorian
167,MIROC6,ssp126,r49i1p1f1,gregorian
168,MIROC6,ssp126,r4i1p1f1,gregorian
169,MIROC6,ssp126,r50i1p1f1,gregorian
170,MIROC6,ssp126,r5i1p1f1,gregorian
171,MIROC6,ssp126,r6i1p1f1,gregorian
172,MIROC6,ssp126,r7i1p1f1,gregorian
173,MIROC6,ssp126,r8i1p1f1,gregorian
174,MIROC6,ssp126,r9i1p1f1,gregorian
175,MIROC6,ssp245,r10i1p1f1,gregorian
176,MIROC6,ssp245,r11i1p1f1,gregorian
177,MIROC6,ssp245,r12i1p1f1,gregorian
178,MIROC6,ssp245,r13i1p1f1,gregorian
179,MIROC6,ssp245,r14i1p1f1,gregorian
180,MIROC6,ssp245,r15i1p1f1,gregorian
181,MIROC6,ssp245,r16i1p1f1,gregorian
182,MIROC6,ssp245,r17i1p1f1,gregorian
183,MIROC6,ssp245,r18i1p1f1,gregorian
184,MIROC6,ssp245,r19i1p1f1,gregorian
185,MIROC6,ssp245,r1i1p1f1,gregorian
186,MIROC6,ssp245,r20i1p1f1,gregorian
187,MIROC6,ssp245,r21i1p1f1,gregorian
188,MIROC6,ssp245,r22i1p1f1,gregorian
189,MIROC6,ssp245,r23i1p1f1,gregorian
190,MIROC6,ssp245,r24i1p1f1,gregorian
191,MIROC6,ssp245,r25i1p1f1,gregorian
192,MIROC6,ssp245,r26i1p1f1,gregorian
193,MIROC6,ssp245,r27i1p1f1,gregorian
194,MIROC6,ssp245,r28i1p1f1,gregorian
195,MIROC6,ssp245,r29i1p1f1,gregorian
196,MIROC6,ssp245,r2i1p1f1,gregorian
197,MIROC6,ssp245,r30i1p1f1,gregorian
198,MIROC6,ssp245,r31i1p1f1,gregorian
199,MIROC6,ssp245,r32i1p1f1,gregorian
200,MIROC6,ssp245,r33i1p1f1,gregorian
201,MIROC6,ssp245,r34i1p1f1,gregorian
202,MIROC6,ssp245,r35i1p1f1,gregorian
203,MIROC6,ssp245,r36i1p1f1,gregorian
204,MIROC6,ssp245,r37i1p1f1,gregorian
205,MIROC6,ssp245,r38i1p1f1,gregorian
206,MIROC6,ssp245,r39i1p1f1,gregorian
207,MIROC6,ssp245,r3i1p1f1,gregorian
208,MIROC6,ssp245,r40i1p1f1,gregorian
209,MIROC6,ssp245,r41i1p1f1,gregorian
210,MIROC6,ssp245,r42i1p1f1,gregorian
211,MIROC6,ssp245,r43i1p1f1,gregorian
212,MIROC6,ssp245,r44i1p1f1,gregorian
213,MIROC6,ssp245,r45i1p1f1,gregorian
214,MIROC6,ssp245,r46i1p1f1,gregorian
215,MIROC6,ssp245,r47i1p1f1,gregorian
216,MIROC6,ssp245,r48i1p1f1,gregorian
217,MIROC6,ssp245,r49i1p1f1,gregorian
218,MIROC6,ssp245,r4i1p1f1,gregorian
219,MIROC6,ssp245,r50i1p1f1,gregorian
220,MIROC6,ssp245,r5i1p1f1,gregorian
221,MIROC6,ssp245,r6i1p1f1,gregorian
222,MIROC6,ssp245,r7i1p1f1,gregorian
223,MIROC6,ssp245,r8i1p1f1,gregorian
224,MIROC6,ssp245,r9i1p1f1,gregorian
225,MIROC6,ssp370,r1i1p1f1,gregorian
226,MIROC6,ssp370,r2i1p1f1,gregorian
227,MIROC6,ssp370,r3i1p1f1,gregorian
228,MIROC6,ssp585,r10i1p1f1,gregorian
229,MIROC6,ssp585,r11i1p1f1,gregorian
230,MIROC6,ssp585,r12i1p1f1,gregorian
231,MIROC6,ssp585,r13i1p1f1,gregorian
232,MIROC6,ssp585,r14i1p1f1,gregorian
233,MIROC6,ssp585,r15i1p1f1,gregorian
234,MIROC6,ssp585,r16i1p1f1,gregorian
235,MIROC6,ssp585,r17i1p1f1,gregorian
236,MIROC6,ssp585,r18i1p1f1,gregorian
237,MIROC6,ssp585,r19i1p1f1,gregorian
238,MIROC6,ssp585,r1i1p1f1,gregorian
239,MIROC6,ssp585,r20i1p1f1,gregorian
240,MIROC6,ssp585,r21i1p1f1,gregorian
241,MIROC6,ssp585,r22i1p1f1,gregorian
242,MIROC6,ssp585,r23i1p1f1,gregorian
243,MIROC6,ssp585,r24i1p1f1,gregorian
244,MIROC6,ssp585,r25i1p1f1,gregorian
245,MIROC6,ssp585,r26i1p1f1,gregorian
246,MIROC6,ssp585,r27i1p1f1,gregorian
247,MIROC6,ssp585,r28i1p1f1,gregorian
248,MIROC6,ssp585,r29i1p1f1,gregorian
249,MIROC6,ssp585,r2i1p1f1,gregorian
250,MIROC6,ssp585,r30i1p1f1,gregorian
251,MIROC6,ssp585,r31i1p1f1,gregorian
252,MIROC6,ssp585,r32i1p1f1,gregorian
253,MIROC6,ssp585,r33i1p1f1,gregorian
254,MIROC6,ssp585,r34i1p1f1,gregorian
255,MIROC6,ssp585,r35i1p1f1,gregorian
256,MIROC6,ssp585,r36i1p1f1,gregorian
257,MIROC6,ssp585,r37i1p1f1,gregorian
258,MIROC6,ssp585,r38i1p1f1,gregorian
259,MIROC6,ssp585,r39i1p1f1,gregorian
260,MIROC6,ssp585,r3i1p1f1,gregorian
261,MIROC6,ssp585,r40i1p1f1,gregorian
262,MIROC6,ssp585,r41i1p1f1,gregorian
263,MIROC6,ssp585,r42i1p1f1,gregorian
264,MIROC6,ssp585,r43i1p1f1,gregorian
265,MIROC6,ssp585,r44i1p1f1,gregorian
266,MIROC6,ssp585,r45i1p1f1,gregorian
267,MIROC6,ssp585,r46i1p1f1,gregorian
268,MIROC6,ssp585,r47i1p1f1,gregorian
269,MIROC6,ssp585,r48i1p1f1,gregorian
270,MIROC6,ssp585,r49i1p1f1,gregorian
271,MIROC6,ssp585,r4i1p1f1,gregorian
272,MIROC6,ssp585,r50i1p1f1,gregorian
273,MIROC6,ssp585,r5i1p1f1,gregorian
274,MIROC6,ssp585,r6i1p1f1,gregorian
275,MIROC6,ssp585,r7i1p1f1,gregorian
276,MIROC6,ssp585,r8i1p1f1,gregorian
277,MIROC6,ssp585,r9i1p1f1,gregorian
