,model,exp,member,parent_experiment_id,parent_variant_id,branch_time_in_child,branch_time_in_parent,parent_time_units,branch_method
293,EC-Earth3,ssp370,r109i1p1f1,historical,r109i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
294,EC-Earth3,ssp370,r110i1p1f1,historical,r110i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
295,EC-Earth3,ssp370,r111i1p1f1,historical,r111i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
296,EC-Earth3,ssp370,r112i1p1f1,historical,r112i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
297,EC-Earth3,ssp370,r113i1p1f1,historical,r113i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
298,EC-Earth3,ssp370,r114i1p1f1,historical,r114i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
299,EC-Earth3,ssp370,r115i1p1f1,historical,r115i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
300,EC-Earth3,ssp370,r116i1p1f1,historical,r116i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
301,EC-Earth3,ssp370,r117i1p1f1,historical,r117i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
302,EC-Earth3,ssp370,r118i1p1f1,historical,r118i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
303,EC-Earth3,ssp370,r119i1p1f1,historical,r119i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
304,EC-Earth3,ssp370,r11i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
305,EC-Earth3,ssp370,r120i1p1f1,historical,r120i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
306,EC-Earth3,ssp370,r121i1p1f1,historical,r121i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
307,EC-Earth3,ssp370,r122i1p1f1,historical,r122i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
308,EC-Earth3,ssp370,r123i1p1f1,historical,r123i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
309,EC-Earth3,ssp370,r124i1p1f1,historical,r124i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
310,EC-Earth3,ssp370,r125i1p1f1,historical,r125i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
311,EC-Earth3,ssp370,r126i1p1f1,historical,r126i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
312,EC-Earth3,ssp370,r127i1p1f1,historical,r127i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
313,EC-Earth3,ssp370,r128i1p1f1,historical,r128i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
314,EC-Earth3,ssp370,r129i1p1f1,historical,r129i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
315,EC-Earth3,ssp370,r130i1p1f1,historical,r130i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
316,EC-Earth3,ssp370,r131i1p1f1,historical,r131i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
317,EC-Earth3,ssp370,r132i1p1f1,historical,r132i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
318,EC-Earth3,ssp370,r133i1p1f1,historical,r133i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
319,EC-Earth3,ssp370,r134i1p1f1,historical,r134i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
320,EC-Earth3,ssp370,r135i1p1f1,historical,r135i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
321,EC-Earth3,ssp370,r136i1p1f1,historical,r136i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
322,EC-Earth3,ssp370,r137i1p1f1,historical,r137i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
323,EC-Earth3,ssp370,r138i1p1f1,historical,r138i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
324,EC-Earth3,ssp370,r139i1p1f1,historical,r139i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
325,EC-Earth3,ssp370,r13i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
326,EC-Earth3,ssp370,r140i1p1f1,historical,r140i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
327,EC-Earth3,ssp370,r141i1p1f1,historical,r141i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
328,EC-Earth3,ssp370,r142i1p1f1,historical,r142i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
329,EC-Earth3,ssp370,r143i1p1f1,historical,r143i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
330,EC-Earth3,ssp370,r144i1p1f1,historical,r144i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
331,EC-Earth3,ssp370,r145i1p1f1,historical,r145i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
332,EC-Earth3,ssp370,r146i1p1f1,historical,r146i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
333,EC-Earth3,ssp370,r147i1p1f1,historical,r147i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
334,EC-Earth3,ssp370,r148i1p1f1,historical,r148i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
335,EC-Earth3,ssp370,r149i1p1f1,historical,r149i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
336,EC-Earth3,ssp370,r150i1p1f1,historical,r150i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
337,EC-Earth3,ssp370,r15i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
338,EC-Earth3,ssp370,r1i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
339,EC-Earth3,ssp370,r4i1p1f1,historical,r4i1p1f1,60265.,60265.,days since 1850-01-01,standard
340,EC-Earth3,ssp370,r6i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
341,EC-Earth3,ssp370,r9i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
342,EC-Earth3,ssp585,r101i1p1f1,historical,r101i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
343,EC-Earth3,ssp585,r102i1p1f1,historical,r102i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
344,EC-Earth3,ssp585,r103i1p1f1,historical,r103i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
345,EC-Earth3,ssp585,r104i1p1f1,historical,r104i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
346,EC-Earth3,ssp585,r105i1p1f1,historical,r105i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
347,EC-Earth3,ssp585,r106i1p1f1,historical,r106i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
348,EC-Earth3,ssp585,r107i1p1f1,historical,r107i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
349,EC-Earth3,ssp585,r108i1p1f1,historical,r108i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
350,EC-Earth3,ssp585,r109i1p1f1,historical,r109i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
351,EC-Earth3,ssp585,r110i1p1f1,historical,r110i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
352,EC-Earth3,ssp585,r111i1p1f1,historical,r111i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
353,EC-Earth3,ssp585,r112i1p1f1,historical,r112i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
354,EC-Earth3,ssp585,r113i1p1f1,historical,r113i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
355,EC-Earth3,ssp585,r114i1p1f1,historical,r114i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
356,EC-Earth3,ssp585,r115i1p1f1,historical,r115i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
357,EC-Earth3,ssp585,r116i1p1f1,historical,r116i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
358,EC-Earth3,ssp585,r117i1p1f1,historical,r117i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
359,EC-Earth3,ssp585,r118i1p1f1,historical,r118i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
360,EC-Earth3,ssp585,r119i1p1f1,historical,r119i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
361,EC-Earth3,ssp585,r11i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
362,EC-Earth3,ssp585,r120i1p1f1,historical,r120i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
363,EC-Earth3,ssp585,r121i1p1f1,historical,r121i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
364,EC-Earth3,ssp585,r122i1p1f1,historical,r122i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
365,EC-Earth3,ssp585,r123i1p1f1,historical,r123i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
366,EC-Earth3,ssp585,r124i1p1f1,historical,r124i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
367,EC-Earth3,ssp585,r125i1p1f1,historical,r125i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
368,EC-Earth3,ssp585,r126i1p1f1,historical,r126i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
369,EC-Earth3,ssp585,r127i1p1f1,historical,r127i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
370,EC-Earth3,ssp585,r128i1p1f1,historical,r128i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
371,EC-Earth3,ssp585,r129i1p1f1,historical,r129i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
372,EC-Earth3,ssp585,r130i1p1f1,historical,r130i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
373,EC-Earth3,ssp585,r131i1p1f1,historical,r131i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
374,EC-Earth3,ssp585,r132i1p1f1,historical,r132i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
375,EC-Earth3,ssp585,r133i1p1f1,historical,r133i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
376,EC-Earth3,ssp585,r134i1p1f1,historical,r134i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
377,EC-Earth3,ssp585,r135i1p1f1,historical,r135i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
378,EC-Earth3,ssp585,r136i1p1f1,historical,r136i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
379,EC-Earth3,ssp585,r137i1p1f1,historical,r137i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
380,EC-Earth3,ssp585,r138i1p1f1,historical,r138i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
381,EC-Earth3,ssp585,r139i1p1f1,historical,r139i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
382,EC-Earth3,ssp585,r13i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
383,EC-Earth3,ssp585,r140i1p1f1,historical,r140i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
384,EC-Earth3,ssp585,r141i1p1f1,historical,r141i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
385,EC-Earth3,ssp585,r142i1p1f1,historical,r142i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
386,EC-Earth3,ssp585,r143i1p1f1,historical,r143i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
387,EC-Earth3,ssp585,r144i1p1f1,historical,r144i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
388,EC-Earth3,ssp585,r145i1p1f1,historical,r145i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
389,EC-Earth3,ssp585,r146i1p1f1,historical,r146i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
390,EC-Earth3,ssp585,r147i1p1f1,historical,r147i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
391,EC-Earth3,ssp585,r148i1p1f1,historical,r148i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
392,EC-Earth3,ssp585,r149i1p1f1,historical,r149i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
393,EC-Earth3,ssp585,r150i1p1f1,historical,r150i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
394,EC-Earth3,ssp585,r15i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
395,EC-Earth3,ssp585,r1i1p1f1,historical,r1i1p1f1,60265.0,60265.0,days since 1850-01-01,standard
396,EC-Earth3,ssp585,r3i1p1f1,historical,r3i1p1f1,0.0,0.0,days since 1850-01-01,standard
397,EC-Earth3,ssp585,r4i1p1f1,historical,r4i1p1f1,60265.,60265.,days since 1850-01-01,standard
398,EC-Earth3,ssp585,r6i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
399,EC-Earth3,ssp585,r9i1p1f1,historical,r1i1p1f1,0.0,0.0,days since 1850-01-01,standard
